Handle,Price,ImageSrc,Body,Vendor,Type,Tags,Color,VariantGrams,VariantInventoryTracker,VariantInventoryQty,ImageAltText,VariantImage,STYLE#,AVAILABLE_SIZES,SUGGESTED_PRICE,CATEGORY_NAME,SIZE,WEIGHT,PieceCost,SIZE_INDEX,MSRP,FRONT_MODEL_IMAGE_URL,BACK_MODEL_IMAGE_URL,FRONT_FLAT_IMAGE_URL,BACK_FLAT_IMAGE_URL,PRODUCT_MEASUREMENTS,DECORATION_SPEC_SHEET,barcode,Title,Hex,Style
YT210,4.49,https://cdnm.sanmar.com/imglib/mresjpg/YT210_Black_Model_Front_080910.jpg,Our most durable henley in several bright colors.6-ounce 60/40 combed cotton/poly Rib knit collar 2-button placket with dyed-to-match buttons Set-in sleeves  ,Sport-Tek,0,Youth Short Sleeve,Black,0.31,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/YT210_Black_Model_Front_080910.jpg,YT210,Youth Sizes: XS-XL,8.98,0,XS,0,4.49,1,8.98,https://cdnm.sanmar.com/imglib/mresjpg/YT210_Black_Model_Front_080910.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f13/8000B_gravel_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/YT210_Black_Flat_front_2009.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/T210_Black_Flat_Back_2009.jpg ,YT210_productmeasurement.pdf,https://www.sanmar.com/p/634/decorationSpecSheet,415291,DISCONTINUED Sport-Tek® Youth Short Sleeve Henley. YT210,0,YT210
Y420,6.99,https://cdnm.sanmar.com/imglib/mresjpg/2014/f17/Y420_black_model_front_072014.jpg,A favorite year after year these polos are known for their exceptional range of colors styles and sizes. The soft pique knit is shrink-resistant and easy to care for so your group will always look its best. 7-ounce 100% ring spun combed cotton heavyweight pique Garment washed for softness Double-needle stitching throughout Flat knit collar and cuffs 2-button placket on XS-M 3-button placket on L-XL Horn-tone buttons Locker patch Side vents ,Port Authority,0,Youth,Black,0.34,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f17/Y420_black_model_front_072014.jpg,Y420,Youth Sizes: XS-XL,13.98,0,XS,0,6.99,1,13.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f17/Y420_black_model_front_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f13/YST359_DEEPORANGE_Form_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2013/f14/Y420_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2013/f14/Y420_black_flat_back.jpg ,Y420_productmeasurement.pdf,https://www.sanmar.com/p/2968/decorationSpecSheet,421441,DISCONTINUED Port Authority® Youth Heavyweight Cotton Pique Polo. Y420,0,Y420
Y473,5.99,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/Y473_kellygreen_model_front_102016.jpg,Dry Zone fabric's superior breathability wicks away moisture fights odor and keeps you cooler. 4-ounce 100% polyester mini piqueTag-free label Double-needle sleeves and hem *Due to the nature of 100% polyester performance fabrics special care must be taken throughout the screen printing process. ,Sport-Tek,0,Youth,Kelly Green,0.16,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/Y473_kellygreen_model_front_102016.jpg,Y473,Youth Sizes: XS-XL,11.98,0,XS,0,5.99,1,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/Y473_kellygreen_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f13/YST359_IRONGREY_Form_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/Y473_kellygreen_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/Y473_kellygreen_flat_back.jpg ,Y473_productmeasurement.pdf,https://www.sanmar.com/p/2996/decorationSpecSheet,437451,DISCONTINUED Sport-Tek® Youth Dry Zone® Raglan T-Shirt.  Y473,0,Y473
DT118,7.49,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT118_Black_Model_front_050512.jpg,A true chill-chaser made to go with well-worn jeans.5-ounce 60/40 ring spun combed cotton/poly mini waffle blend 40 singlesRib knit cuffsCoverstitched raw edge hems ,District,0,MensLong Sleeve,Black,0.58,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT118_Black_Model_front_050512.jpg,DT118,Young Mens Sizes: XS-4XL,14.98,0,L,0,7.49,4,14.98,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT118_Black_Model_front_050512.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT118_Black_Model_back_050512.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT118_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/DT118_Black_Flat_Back_2010.jpg ,DT118_productmeasurement.pdf,https://www.sanmar.com/p/3102/decorationSpecSheet,456304,DISCONTINUED District® - Young Mens Long Sleeve Thermal.  DT118,0,DT118
PC90YZH,15.5,https://cdnm.sanmar.com/imglib/mresjpg/PC90YZH_AthltcHthr_Model_Front_011111.jpg,Cozy sweats in our core weight. 7.8-ounce 50/50 cotton/poly fleece Air jet yarn for softnessNo drawcord at hoodYKK metal zipperFront pocketsRemovable tag for comfort and relabeling ,Port & Company,0,YouthFull zip Hoodie,Athletic Heather,0.64,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/PC90YZH_AthltcHthr_Model_Front_011111.jpg,PC90YZH,Youth Sizes:  XS-XL,27,0,XS,0,15.5,1,27,https://cdnm.sanmar.com/imglib/mresjpg/PC90YZH_AthltcHthr_Model_Front_011111.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2011/f4/PC90YZH_AthleticHeather_Model_Back_011111.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f3/PC90YZH_AthleticHeather_Flat_Front_2009.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f3/PC90YZH_AthleticHeather_Flat_Back_2009.jpg ,PC90YZH_productmeasurement.pdf,https://www.sanmar.com/p/3148/decorationSpecSheet,463601,Port & Company® - Youth Core Fleece Full-Zip Hooded Sweatshirt.  PC90YZH,0,PC90YZH
YST72,10.99,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YST72_truered_model_front_032017.jpg,Cool windy days are no match for this soft water-repellent wind shirt.Designed for adults and youth our windwear boasts simple lines a quiet hand and true team-oriented style.100% polyester 100% polyester jersey lining with mesh insets at gussets for added breathability Rib knit v-neck collar Raglan sleeves Articulated elbows for greater mobility Half elastic half self-fabric cuffs for comfort Left side seam zipper for easy on/off Side pockets*Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels ,Sport-Tek,0,Youth,True Red,0.47,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YST72_truered_model_front_032017.jpg,YST72,Youth Sizes: XS-XL,21.98,0,XS,0,10.99,1,21.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YST72_truered_model_front_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YST72_truered_model_back_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YST72_truered_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YST72_truered_form_back.jpg ,YST72_productmeasurement.pdf,https://www.sanmar.com/p/3336/decorationSpecSheet,476381,DISCONTINUED Sport-Tek® Youth V-Neck Raglan Wind Shirt. YST72,0,YST72
YST73,18.99,https://cdnm.sanmar.com/imglib/mresjpg/2021/f8/YST73_black_model_front.jpg,A hit on or off the field this water-repellent jacket is comfortable stylish and quiet. Available for adults and youth this favorite has a sporty three-panel hood and raglan sleeves. It also offers an unrestrictive fit and provide lightweight weather protection. 100% polyester shell 100% polyester jersey lining with mesh insets at gussets for added breathability Front slash pockets Articulated elbows for greater mobility Half elastic half self-fabric cuffs for comfort Elastic back hemDecoration access pocketNo drawcord at hood*Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels ,Sport-Tek,0,Youth,Black,0.53,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f8/YST73_black_model_front.jpg,YST73,Youth Sizes: XS-XL,29.98,0,XS,0,18.99,1,29.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f8/YST73_black_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f8/YST73_black_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f23/YST73_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YST73_black_flat_back.jpg ,YST73_productmeasurement.pdf,https://www.sanmar.com/p/3340/decorationSpecSheet,477811,Sport-Tek® Youth Hooded Raglan Jacket. YST73,0,YST73
YPST74,14.99,https://cdnm.sanmar.com/imglib/mresjpg/YPST74_Black_Model_Front.jpg,Whether worn alone or with a Sport-Tek wind shirt these water-repellent pants provide lightweight protection. 100% polyester 100% polyester mesh lining above knees poly lining below for easy on/offElastic waistband with drawcord Side pockets Back pocket with hook and loop closure Extended leg zippers*Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels ,Sport-Tek,0,YouthPants,Black,0.44,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/YPST74_Black_Model_Front.jpg,YPST74,Youth Sizes: XS-XL,25.98,0,XS,0,14.99,1,25.98,https://cdnm.sanmar.com/imglib/mresjpg/YPST74_Black_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f4/YPST74_black_model_back_032018.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YPST74_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YPST74_black_form_back.jpg ,YPST74_productmeasurement.pdf,https://www.sanmar.com/p/3342/decorationSpecSheet,478041,Sport-Tek® Youth Wind Pant. YPST74,0,YPST74
DT240,5.49,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT240_DeepSeaBlue_Model_front_051112.jpg,Thick-and-thin slub yarn makes an impact in this must-have tee.3.8-ounce 100% ring spun cotton slub (preshrunk) 40 singlesDouble-rolled raw edge neckSlub fabric infuses each garment with unique character. Please allow for slight color variations. ,District,0,0,Deep Sea Blue,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT240_DeepSeaBlue_Model_front_051112.jpg,DT240,Juniors Sizes: XS-4XL,10.98,0,XS,0,5.49,1,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT240_DeepSeaBlue_Model_front_051112.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT240_DeepSeaBlue_Model_back_051112.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2011/f5/DT240_DeepSeaBlue_Flat_Front_2010.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/DT240_DeepSeaBlue_Flat_Back_2010.jpg ,DT240_productmeasurement.pdf,https://www.sanmar.com/p/3330/decorationSpecSheet,483961,DISCONTINUED District® Juniors Slub V-Neck Tee. DT240,0,DT240
YST62,11.99,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YST62_purplewhite_model_front_032017.jpg,Cool windy days are no match for this soft water-repellent wind shirt. With tipping on the collar and at the gussets it boasts simple lines a quiet hand and true team-oriented style. 100% polyester 100% polyester jersey lining with mesh insets at gussets for added breathability Rib knit v-neck collar Tipping on the collarColorblock side panels Raglan sleeves Articulated elbows for greater mobility Half elastic half self-fabric cuffs for comfort Side pockets Elastic back hem*Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels ,Sport-Tek,0,Youth,Purple/White,0.44,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YST62_purplewhite_model_front_032017.jpg,YST62,Youth Sizes: XS-XL,23.98,0,XS,0,11.99,1,23.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YST62_purplewhite_model_front_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YST62_purplewhite_model_back_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/YST62_Purple_Flat_Front_2010.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/YST62_Purple_Flat_Back_2010.jpg ,YST62_productmeasurement.pdf,https://www.sanmar.com/p/3808/decorationSpecSheet,521221,DISCONTINUED Sport-Tek® Youth Tipped V-Neck Raglan Wind Shirt. YST62,0,YST62
YST60,17.99,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/YST60_blacktruered_model_front_102016.jpg,A lightweight top layer this water-repellent jacket takes on unpredictable weather with athletic colorblocking superb functionality and exceptional breathability. 100% polyester shell 100% polyester jersey lining with mesh insets at gussets for added breathability Articulated elbows for greater mobility Half elastic half self-fabric cuffs for comfort Side pockets Decoration access pocketElastic back hemNo drawcord*Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels ,Sport-Tek,0,Youth,Black/ True Red,0.48,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/YST60_blacktruered_model_front_102016.jpg,YST60,Youth Sizes: XS-XL,27.98,0,XS,0,17.99,1,27.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/YST60_blacktruered_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/YST60_blacktruered_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/YST60_blacktruered_model_front_102016.jpg, ,YST60_productmeasurement.pdf,https://www.sanmar.com/p/3809/decorationSpecSheet,521281,Sport-Tek® Youth Colorblock Raglan Jacket. YST60,0,YST60
YST90,19.99,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YST90_black_model_front_102016.jpg,With an active team you need track gear that can keep up. Made from comfortable tricot the relaxed styling of our coordinating jackets and pants allow ample room for easy movement while the athletic-inspired styling ensures your logo stands out. 100% polyester tricot Tag-free label Soft-brushed backing Flatlock stitching throughout Cadet collar Reverse coil zipperRaglan sleeves Side zippered pockets No drawcord and toggle at hem*Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels ,Sport-Tek,0,Youth,Black/ Black,0.59,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YST90_black_model_front_102016.jpg,YST90,Youth Sizes: XS-XL,31.98,0,XS,0,19.99,1,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YST90_black_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YST90_black_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YST90_black_model_front_102016.jpg, ,YST90_productmeasurement.pdf,https://www.sanmar.com/p/3810/decorationSpecSheet,521381,Sport-Tek® Youth Tricot Track Jacket. YST90,0,YST90
DT245,5.99,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT245_BrightCoral_Model_front_052212.jpg,Totally enchanting this layerable tee gives an oh-so-right look. 3.5-ounce 60/40 cotton/poly40 singlesTacked cuff sleeves ,District,0,0,Bright Coral,0.22,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT245_BrightCoral_Model_front_052212.jpg,DT245,Juniors Sizes: S-4XL,11.98,0,M,0,5.99,3,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT245_BrightCoral_Model_front_052212.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT245_BrightCoral_Model_back_052212.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2013/f7/DT245_BrightCoral_Flat_Front_2010.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/DT245_BrightCoral_Flat_Back_2010.jpg ,DT245_productmeasurement.pdf,https://www.sanmar.com/p/3854/decorationSpecSheet,526603,DISCONTINUED District® - Juniors 60/40 Scoop Tee. DT245,0,DT245
DT142,4.99,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT142_GreyHeather_Model_front_050512.jpg,Get triple the softness in this vintage-looking crewneck. 4.4-ounce 50/38/12 poly/ring spun cotton/rayon 30 singles Tri-Blend fabric infuses each garment with unique character. Please allow for slight color variations. Due to the heat sensitivity of tri-blend fabrics special care must be taken throughout the printing process. Consult your decorator or ink supplier for best printing practices. ,District,0,MensCrewneck,Grey Heather,0.3,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT142_GreyHeather_Model_front_050512.jpg,DT142,Young Mens Sizes: XS-4XL,9.98,0,XS,0,4.99,1,0,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT142_GreyHeather_Model_front_050512.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT142_GreyHeather_Model_back_050512.jpg,https://cdnm.sanmar.com/imglib/mresjpg/DT142_GreyHeather_Flat_Front_2010.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/DT142_GreyHeather_Flat_Back_2010.jpg ,DT142_productmeasurement.pdf,https://www.sanmar.com/p/3846/decorationSpecSheet,527321,DISCONTINUED District® - Young Mens Tri-Blend Crewneck Tee. DT142,0,DT142
DT242V,4.99,https://cdnm.sanmar.com/imglib/mresjpg/2012/f13/DT242v_GreyHeather_Model_Front.jpg,A triple dose of softness and heathered style.4.4-ounce 50/38/12 poly/ring spun cotton/rayon 30 singles Tri-Blend fabric infuses each garment with unique character. Please allow for slight color variations. Due to the heat sensitivity of tri-blend fabrics special care must be taken throughout the printing process. Consult your decorator or ink supplier for best printing practices. ,District,0,0,Grey Heather,0.24,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2012/f13/DT242v_GreyHeather_Model_Front.jpg,DT242V,Juniors Sizes: S-4XL,9.98,0,XS,0,4.99,1,0,https://cdnm.sanmar.com/imglib/mresjpg/2012/f13/DT242v_GreyHeather_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2012/f13/DT242v_GreyHeather_Model_Back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2011/f1/DT242V_GreyHeather_Flat_Front_2010.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2011/f1/DT242V_GreyHeather_Flat_Back_2010.jpg ,DT242V_productmeasurement.pdf,https://www.sanmar.com/p/3847/decorationSpecSheet,527481,DISCONTINUED District® Juniors Tri-Blend V-Neck Tee. DT242V,0,DT242V
YT479,5.99,https://cdnm.sanmar.com/imglib/mresjpg/YT479_Maroon_Model_Front_020510.jpg,A team essential that wicks moisture and fights odor. Sporty colorblocking adds interest while the full athletic cut allows for easy movement. 3.8-ounce 100% polyester Triple-stitched elastic waistbandNo drawcord 9-inch inseam Double-needle hem *Due to the nature of 100% polyester performance fabrics special care must be taken throughout the screen printing process. ,Sport-Tek,0,Youth,Maroon/White,0.22,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/YT479_Maroon_Model_Front_020510.jpg,YT479,Youth Sizes: XS(4)  S(6-8)  M(10-12)  L(14-16)  XL(18-20),11.98,0,XS,0,5.99,1,11.98,https://cdnm.sanmar.com/imglib/mresjpg/YT479_Maroon_Model_Front_020510.jpg,https://cdnm.sanmar.com/imglib/mresjpg/YT479_Maroon_Model_Front_020510.jpg,https://cdnm.sanmar.com/imglib/mresjpg/YT479_Maroon_Flat_Front_2010.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/YT479_Maroon_Flat_Back_2010.jpg ,YT479_productmeasurement.pdf,https://www.sanmar.com/p/3864/decorationSpecSheet,531481,DISCONTINUED Sport-Tek® Youth Dry Zone® Colorblock Short. YT479,0,YT479
PC54Y,3.6,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/PC54Y_ash_model_front_102016.jpg,An indispensable t-shirt in our classic silhouettewith a very friendly price.5.4-ounce 100% cotton98/2 cotton/poly (Ash)90/10 cotton/poly (Athletic Heather)50/50 cotton/poly (Dark Heather Grey Graphite Heather Heather Navy Heather Purple Heather Red Heather Royal Neon Blue Neon Green Neon Orange Neon Pink Neon Yellow)Removable tag for comfort and relabelingDue to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,Port & Company,0,Youth,Ash,0.2,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/PC54Y_ash_model_front_102016.jpg,PC54Y,Youth Sizes: XS-XL,5.2,0,XS,0,3.6,1,5.2,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/PC54Y_ash_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/PC54Y_ash_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2013/f1/PC54Y_Ash_Flat_Front_2011.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2013/f1/PC54Y_Ash_Flat_Back_2010.jpg ,PC54Y_productmeasurement.pdf,https://www.sanmar.com/p/3986/decorationSpecSheet,537761,Port & Company® - Youth Core Cotton Tee. PC54Y,0,PC54Y
DT234V,4.99,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT234v_JetBlack_Model_Front_052012.jpg,Our layerable v-neck mixes softness with an outta-this-world fit. 6.2-ounce 100% ring spun combed cotton (preshrunk) 30 singles ,District,0,0,Jet Black,0.4,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT234v_JetBlack_Model_Front_052012.jpg,DT234V,Juniors Sizes: XS-4XL,9.98,0,M,0,4.99,3,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2012/f5/DT234v_JetBlack_Model_Front_052012.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT234v_JetBlack_Model_back_052012.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2011/f5/DT234V_JetBlack_Flat_Front_2010.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/DT234V_JetBlack_Flat_Back_2010.jpg ,DT234V_productmeasurement.pdf,https://www.sanmar.com/p/4110/decorationSpecSheet,575453,DISCONTINUED District® - Juniors 1x1 Rib V-Neck Tee. DT234V,0,DT234V
DT235,4.15,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT235_Charcoal_Model_front_052012.jpg,This essential adds color and comfort to any look.6.2-ounce 100% ring spun combed cotton 30 singles ,District,0,Tanks,Charcoal,0.3,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT235_Charcoal_Model_front_052012.jpg,DT235,Juniors Sizes: XS-4XL,8.3,0,S,0,4.15,2,8.3,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT235_Charcoal_Model_front_052012.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2012/f6/DT235_Charcoal_Model_back_052012.jpg,https://cdnm.sanmar.com/imglib/mresjpg/DT235_Charcoal_Flat_Front_2010.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/DT235_Charcoal_Flat_Back_2010.jpg ,DT235_productmeasurement.pdf,https://www.sanmar.com/p/4112/decorationSpecSheet,576012,DISCONTINUED District® - Juniors 1x1 Rib Tank. DT235,0,DT235
YT550,6.99,https://cdnm.sanmar.com/imglib/mresjpg/YT550_Black_Model_Front_012811.jpg,Extremely smooth and moisture-wicking windowpane mesh feels great against the skin while the unrestricted cuts allows complete freedom of movement. PosiCharge technology ensures enduring color. 3.2-ounce 100% polyester mesh with PosiCharge technology White mesh reverse Double-layer construction with open individually hemmed layers for easy decoration Label patch at hem on color side If applying sublimation special care must be taken throughout the process. Contact your decorator for more details. ,Sport-Tek,0,YouthTanks,Black,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/YT550_Black_Model_Front_012811.jpg,YT550,Youth Sizes: XS-XL,13.98,0,XS,0,6.99,1,13.98,https://cdnm.sanmar.com/imglib/mresjpg/YT550_Black_Model_Front_012811.jpg,https://cdnm.sanmar.com/imglib/mresjpg/YT550_Black_Model_Front_012811.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/YT550_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/YT550_black_flat_back.jpg ,YT550_productmeasurement.pdf,https://www.sanmar.com/p/4326/decorationSpecSheet,607851,DISCONTINUED Sport-Tek® Youth PosiCharge® Mesh Reversible Tank. YT550,0,YT550
YT560,6.49,https://cdnm.sanmar.com/imglib/mresjpg/YT560_Black_Model_Front_012811.jpg,Train in total comfort. Our reversible short scores big with its smooth windowpane mesh. An athletic cut ensures unrestricted movement. 3.2-ounce 100% Cationic polyester mesh White mesh reverse Double-layer construction with open individually hemmed layers for easy decoration Elastic waistbandNo drawcord 9-inch inseam Double-needle hem*Due to the nature of 100% polyester performance fabrics special care must be taken throughout the screen printing process. ,Sport-Tek,0,Youth,Black,0.38,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/YT560_Black_Model_Front_012811.jpg,YT560,Youth Sizes: XS(4)  S(6-8)  M(10-12)  L(14-16)  XL(18-20),12.98,0,S,0,6.49,2,12.98,https://cdnm.sanmar.com/imglib/mresjpg/YT560_Black_Model_Front_012811.jpg,https://cdnm.sanmar.com/imglib/mresjpg/YT560_Black_Model_Front_012811.jpg,https://cdnm.sanmar.com/imglib/mresjpg/YT560_Black_Form_Front_2011.jpg , ,YT560_productmeasurement.pdf,https://www.sanmar.com/p/4325/decorationSpecSheet,607982,DISCONTINUED Sport-Tek® Youth PosiCharge® Mesh Reversible Short. YT560,0,YT560
YT555,11.49,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YT555_black_model_front.jpg,This reversible moisture-wicking breathable essential has piping on shoulders and side panels. PosiCharge technology keeps colors vibrant. 3.2-ounce 100% polyester mesh with PosiCharge technology White mesh reverse with colored piping Rib knit neck Double-layer construction with open individually hemmed layers for easy decoration If applying sublimation special care must be taken throughout the process. Contact your decorator for more details. ,Sport-Tek,0,Youth,Black,0.31,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YT555_black_model_front.jpg,YT555,Youth Sizes: XS-XL,18.98,0,XS,0,11.49,1,18.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YT555_black_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YT555_black_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/YT555_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/YT555_black_flat_back.jpg ,YT555_productmeasurement.pdf,https://www.sanmar.com/p/4324/decorationSpecSheet,608111,Sport-Tek® Youth PosiCharge® Mesh Reversible Sleeveless Tee. YT555,0,YT555
YT565,10.49,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YT565_black_model_front_032017.jpg,A roomy reversible moisture-wicking breathable short that does double duty with spliced piping details. PosiCharge technology offers superior bleed resistance. 3.2-ounce 100% polyester mesh with PosiCharge technology White mesh reverse with colored piping Double-layer construction with open individually hemmed layers for easy decoration Elastic waistbandNo drawcord 9-inch inseam If applying sublimation special care must be taken throughout the process. Contact your decorator for more details. ,Sport-Tek,0,Youth,Black,0.39,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YT565_black_model_front_032017.jpg,YT565,Youth Sizes: XS-XL,16.98,0,XS,0,10.49,1,16.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YT565_black_model_front_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YT565_black_model_back_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/YT565_Black_Form_Front_2011.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/T565_black_form_back.jpg ,YT565_productmeasurement.pdf,https://www.sanmar.com/p/4323/decorationSpecSheet,608181,Sport-Tek® Youth PosiCharge® Mesh Reversible Spliced Short. YT565,0,YT565
